Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;Инslo domovnн;Инslo orientaиnн;Znak инsla orientaиnнho;PSИ;Souшadnice Y;Souшadnice X;Platн Od
12645826;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;26;;;25168;735806.59;1064027.24;2013-12-05T00:00:00
12645834;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;27;;;25168;735645.13;1064073.28;2022-10-18T00:00:00
12645842;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;28;;;25168;735390.00;1063960.05;2013-12-05T00:00:00
12645851;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;29;;;25168;735806.78;1064107.05;2013-12-05T00:00:00
12645869;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;30;;;25168;735839.74;1064234.45;2013-12-05T00:00:00
12645877;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;31;;;25168;736122.70;1064734.89;2013-12-05T00:00:00
12645885;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;32;;;25168;736123.77;1064756.59;2025-10-30T00:00:00
12645893;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;33;;;25168;735281.10;1063781.89;2013-12-05T00:00:00
12645907;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;34;;;25168;735286.94;1063716.34;2026-01-16T00:00:00
12645923;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;36;;;25168;735377.17;1063759.75;2022-10-18T00:00:00
12645931;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;37;;;25168;735845.81;1064140.88;2013-12-05T00:00:00
12645940;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;38;;;25168;735355.72;1063946.04;2013-12-05T00:00:00
12645958;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;39;;;25168;736159.04;1064794.46;2025-08-04T00:00:00
12645966;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;40;;;25168;736145.64;1064772.42;2013-12-05T00:00:00
12645974;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;41;;;25168;736051.21;1064142.73;2013-12-05T00:00:00
12645982;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;42;;;25168;735342.80;1063992.82;2013-12-05T00:00:00
12645991;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;43;;;25168;736006.36;1064219.76;2025-10-15T00:00:00
12646008;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;44;;;25168;736218.67;1064353.20;2013-12-05T00:00:00
12646016;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;45;;;25168;736053.32;1064196.66;2013-12-05T00:00:00
12646024;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;46;;;25168;735872.96;1064229.96;2013-12-05T00:00:00
12646041;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;48;;;25168;735348.12;1064011.25;2013-12-05T00:00:00
12646059;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;49;;;25168;735323.47;1063857.18;2013-12-05T00:00:00
12646067;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;50;;;25168;735365.02;1063805.67;2025-11-04T00:00:00
12646075;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;51;;;25168;735963.93;1064243.44;2013-12-05T00:00:00
12646083;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;52;;;25168;735978.03;1064230.32;2013-12-05T00:00:00
12646091;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;53;;;25168;735285.95;1063976.18;2014-04-15T00:00:00
12646105;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;54;;;25168;735450.48;1064008.44;2013-12-05T00:00:00
12646113;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;55;;;25168;735323.99;1063944.52;2025-09-24T00:00:00
12646121;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;56;;;25168;735487.22;1064037.83;2022-10-18T00:00:00
12646130;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;57;;;25168;736107.11;1064161.77;2013-12-05T00:00:00
12646148;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;58;;;25168;735259.96;1063727.16;2022-10-18T00:00:00
12646156;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;59;;;25168;735426.65;1064069.74;2013-12-05T00:00:00
12646164;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;60;;;25168;735334.63;1063669.29;2013-12-05T00:00:00
12646172;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;61;;;25168;735819.37;1063988.50;2022-10-18T00:00:00
12646181;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;62;;;25168;735555.84;1064041.08;2022-10-18T00:00:00
12646199;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;63;;;25168;735200.64;1063508.58;2013-12-05T00:00:00
12646202;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;64;;;25168;735318.28;1063968.24;2013-12-05T00:00:00
12646229;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;66;;;25168;736255.06;1064374.61;2013-12-05T00:00:00
12646237;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;67;;;25168;735976.85;1064198.37;2022-10-18T00:00:00
12646245;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;68;;;25168;736001.44;1064193.84;2025-10-16T00:00:00
12646253;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;69;;;25168;735830.29;1063966.75;2024-03-01T00:00:00
12646261;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;70;;;25168;735425.50;1064006.29;2022-10-18T00:00:00
12646270;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;71;;;25168;735434.31;1064091.99;2022-10-18T00:00:00
12646288;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;72;;;25168;735238.04;1063954.54;2013-12-05T00:00:00
12646296;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;73;;;25168;735633.02;1064036.16;2013-12-05T00:00:00
12646300;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;74;;;25168;735309.33;1063902.84;2022-10-18T00:00:00
12646318;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;75;;;25168;737126.51;1064540.99;2013-12-05T00:00:00
12646334;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;77;;;25168;736283.54;1064430.12;2013-12-05T00:00:00
12646342;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;78;;;25168;734976.58;1063998.58;2013-12-05T00:00:00
12646351;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;79;;;25168;735550.49;1063998.41;2013-12-05T00:00:00
12646369;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;80;;;25168;736150.50;1064324.35;2025-09-09T00:00:00
12646377;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;81;;;25168;735095.92;1064050.22;2013-12-05T00:00:00
12646385;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;82;;;25168;735381.74;1064068.99;2013-12-05T00:00:00
12646393;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;83;;;25168;736000.08;1064417.36;2013-12-05T00:00:00
12646407;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;84;;;25168;735138.02;1063542.51;2013-12-05T00:00:00
12646423;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;86;;;25168;735270.76;1063973.79;2022-10-18T00:00:00
12646431;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;87;;;25168;736772.12;1064004.30;2013-12-05T00:00:00
12646440;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;88;;;25168;736275.36;1064411.88;2013-12-05T00:00:00
12646458;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;89;;;25168;736277.21;1064394.70;2013-12-05T00:00:00
12646466;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;90;;;25168;735512.05;1063973.96;2013-12-05T00:00:00
12646474;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;91;;;25168;735249.00;1063863.65;2024-10-10T00:00:00
12646482;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;92;;;25168;735354.57;1063890.16;2013-12-05T00:00:00
12646491;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;93;;;25168;735054.19;1064015.61;2013-12-05T00:00:00
12646504;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;94;;;25168;735008.16;1064013.27;2019-11-13T00:00:00
12646512;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;95;;;25168;735218.18;1064063.99;2022-10-18T00:00:00
12646539;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;97;;;25168;735203.77;1064032.25;2013-12-05T00:00:00
12646547;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;98;;;25168;735822.60;1063952.69;2013-12-05T00:00:00
12646555;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;99;;;25168;736019.80;1064158.71;2025-10-08T00:00:00
12646563;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;100;;;25168;736146.34;1064152.17;2022-10-18T00:00:00
12646580;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;102;;;25168;735272.86;1064069.79;2022-10-18T00:00:00
12646598;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;103;;;25168;735049.52;1064046.26;2013-12-05T00:00:00
12646601;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;104;;;25168;735123.87;1064007.67;2013-12-05T00:00:00
12646610;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;105;;;25168;735178.98;1064030.93;2013-12-05T00:00:00
12646628;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;106;;;25168;735152.09;1064057.09;2013-12-05T00:00:00
12646636;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;107;;;25168;735125.45;1064056.83;2013-12-05T00:00:00
12646644;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;108;;;25168;735068.24;1064044.89;2025-07-08T00:00:00
12646652;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;109;;;25168;735469.63;1063861.98;2013-12-05T00:00:00
12646661;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;110;;;25168;736159.81;1064340.47;2013-12-05T00:00:00
12646679;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;111;;;25168;735175.82;1064058.68;2013-12-05T00:00:00
12646687;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;112;;;25168;735510.49;1064051.24;2013-12-05T00:00:00
12646695;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;113;;;25168;735235.59;1064109.04;2022-10-18T00:00:00
12646709;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;114;;;25168;735421.64;1063777.99;2013-12-05T00:00:00
12646717;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;115;;;25168;735426.12;1063775.29;2013-12-05T00:00:00
12646725;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;116;;;25168;736182.25;1064126.35;2013-12-05T00:00:00
12646733;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;117;;;25168;735213.52;1064148.55;2013-12-05T00:00:00
12646741;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;118;;;25168;735237.52;1064149.08;2013-12-05T00:00:00
12646750;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;119;;;25168;735218.53;1064100.18;2013-12-05T00:00:00
12646768;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;120;;;25168;736163.73;1064131.39;2022-10-18T00:00:00
12646776;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;121;;;25168;735202.11;1064061.05;2013-12-05T00:00:00
12646784;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;122;;;25168;735275.22;1064112.34;2013-12-05T00:00:00
12646792;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;123;;;25168;736134.79;1064194.01;2013-12-05T00:00:00
12646806;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;124;;;25168;735703.95;1064100.18;2013-12-05T00:00:00
12646814;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;125;;;25168;736113.24;1064096.56;2022-10-18T00:00:00
12646822;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;126;;;25168;736086.75;1064114.93;2013-12-05T00:00:00
12646831;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;127;;;25168;735193.48;1064147.49;2013-12-05T00:00:00
12646849;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;128;;;25168;736171.23;1064373.14;2013-12-05T00:00:00
12646857;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;129;;;25168;736143.26;1064384.39;2013-12-05T00:00:00
12646865;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;130;;;25168;735330.36;1063643.04;2022-10-18T00:00:00
12646873;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;131;;;25168;735117.54;1064107.58;2013-12-05T00:00:00
12646881;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;132;;;25168;735113.27;1064142.21;2013-12-05T00:00:00
12646890;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;133;;;25168;735064.55;1064138.77;2013-12-05T00:00:00
12646903;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;134;;;25168;735377.20;1064046.79;2022-10-18T00:00:00
12646911;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;135;;;25168;735535.46;1063983.88;2013-12-05T00:00:00
12646920;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;136;;;25168;735568.24;1064009.57;2013-12-05T00:00:00
12646938;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;137;;;25168;736208.95;1064398.07;2013-12-05T00:00:00
12646946;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;138;;;25168;735269.62;1064039.30;2022-10-18T00:00:00
12646954;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;139;;;25168;735071.14;1064089.08;2013-12-05T00:00:00
12646962;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;140;;;25168;734992.03;1064036.76;2014-07-08T00:00:00
12646971;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;141;;;25168;736247.23;1064889.41;2024-10-09T00:00:00
12646989;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;142;;;25168;735258.56;1063689.48;2022-10-18T00:00:00
12646997;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;143;;;25168;735089.33;1064140.09;2013-12-05T00:00:00
12647004;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;144;;;25168;735592.12;1064008.45;2013-12-05T00:00:00
12647012;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;145;;;25168;735148.50;1064143.67;2022-10-18T00:00:00
12647021;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;146;;;25168;735094.87;1064095.69;2013-12-05T00:00:00
12647039;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;147;;;25168;735128.89;1064141.84;2022-10-18T00:00:00
12647047;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;148;;;25168;735070.53;1064015.53;2022-10-18T00:00:00
12647055;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;149;;;25168;736036.10;1064148.66;2019-10-14T00:00:00
12647063;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;150;;;25168;735174.50;1064145.11;2013-12-05T00:00:00
12647071;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;151;;;25168;735165.64;1064101.99;2022-10-18T00:00:00
12647080;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;152;;;25168;735779.32;1064136.33;2013-12-05T00:00:00
12647098;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;153;;;25168;735246.61;1064014.35;2013-12-05T00:00:00
12647101;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;154;;;25168;735184.98;1064103.35;2013-12-05T00:00:00
12647110;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;155;;;25168;735193.39;1064104.26;2022-10-18T00:00:00
12647128;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;156;;;25168;736035.78;1064471.69;2014-06-30T00:00:00
12647136;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;157;;;25168;735807.70;1064164.36;2013-12-05T00:00:00
12647144;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;158;;;25168;735829.17;1064176.77;2013-12-05T00:00:00
12647152;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;159;;;25168;736016.43;1064404.79;2013-12-05T00:00:00
12647161;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;160;;;25168;735673.12;1064076.93;2022-10-18T00:00:00
12647179;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;161;;;25168;735846.31;1064010.62;2013-12-05T00:00:00
12647187;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;1;;;25168;735370.27;1064175.67;2025-11-05T00:00:00
12647195;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;2;;;25168;735334.80;1064172.83;2022-10-18T00:00:00
12647209;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;3;;;25168;735318.99;1064177.36;2013-12-05T00:00:00
12647217;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;4;;;25168;735004.96;1064081.68;2013-12-05T00:00:00
12647250;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;8;;;25168;736209.31;1064858.85;2022-10-18T00:00:00
12647268;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;9;;;25168;737342.09;1065223.42;2022-10-18T00:00:00
12647276;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;10;;;25168;737548.01;1063778.31;2013-12-05T00:00:00
12647292;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;12;;;25168;737955.75;1063945.73;2022-10-18T00:00:00
12647306;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;13;;;25168;737983.62;1063945.64;2022-10-18T00:00:00
12647314;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;14;;;25168;738006.53;1063941.62;2013-12-05T00:00:00
12647322;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;15;;;25168;738127.62;1063937.39;2022-10-18T00:00:00
12647349;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;17;;;25168;735256.89;1063661.84;2022-10-18T00:00:00
12647357;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;18;;;25168;734970.10;1063561.46;2022-10-18T00:00:00
12647365;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;19;;;25168;735393.01;1063754.64;2022-10-18T00:00:00
12647373;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;20;;;25168;738047.77;1063938.48;2013-12-05T00:00:00
