KÛd ADM;KÛd obce;N·zev obce;KÛd MOMC;N·zev MOMC;KÛd obvodu Prahy;N·zev obvodu Prahy;KÛd Ë·sti obce;N·zev Ë·sti obce;KÛd ulice;N·zev ulice;Typ SO;»Ìslo domovnÌ;»Ìslo orientaËnÌ;Znak ËÌsla orientaËnÌho;PS»;Sou¯adnice Y;Sou¯adnice X;PlatÌ Od
2545721;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;24;;;29479;718108.63;1019121.13;2013-12-01T00:00:00
2545730;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;25;;;29479;718475.75;1019125.75;2013-12-01T00:00:00
2545756;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;28;;;29479;718745.88;1018864.63;2013-12-01T00:00:00
2545764;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;29;;;29479;718299.19;1019030.69;2013-12-01T00:00:00
2545772;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;30;;;29479;718276.19;1019038.81;2013-12-01T00:00:00
2545781;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;31;;;29479;718256.63;1019042.31;2013-12-01T00:00:00
2545799;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;32;;;29479;718234.94;1019051.75;2013-12-01T00:00:00
2545802;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;33;;;29479;718207.89;1019047.44;2022-10-16T00:00:00
2545811;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;34;;;29479;718195.81;1019059.44;2013-12-01T00:00:00
2545829;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;35;;;29479;718177.63;1019065.06;2013-12-01T00:00:00
2545837;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;36;;;29479;718157.00;1019075.50;2013-12-01T00:00:00
2545845;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;37;;;29479;718038.94;1019116.44;2013-12-01T00:00:00
2545861;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;40;;;29479;718076.69;1019051.88;2013-12-01T00:00:00
2545870;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;41;;;29479;717953.00;1019126.94;2013-12-01T00:00:00
2545888;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;42;;;29479;718495.06;1019150.13;2013-12-01T00:00:00
2545896;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;43;;;29479;718001.25;1019149.06;2013-12-01T00:00:00
2545900;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;44;;;29479;718036.19;1018954.00;2013-12-01T00:00:00
2545918;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;45;;;29479;718055.13;1018946.69;2013-12-01T00:00:00
2545926;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;46;;;29479;718085.69;1018935.06;2013-12-01T00:00:00
2545934;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;47;;;29479;718029.19;1019163.25;2013-12-01T00:00:00
2545942;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;48;;;29479;718111.27;1019074.24;2022-10-16T00:00:00
2545951;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;49;;;29479;718105.38;1019085.25;2013-12-01T00:00:00
2545969;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;50;;;29479;718051.69;1019148.69;2013-12-01T00:00:00
2545977;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;51;;;29479;718131.13;1019071.81;2013-12-01T00:00:00
2545985;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;53;;;29479;718318.80;1019119.26;2022-10-16T00:00:00
2545993;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;55;;;29479;718002.00;1019168.00;2013-12-01T00:00:00
2546001;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;56;;;29479;718323.37;1018995.41;2022-10-16T00:00:00
2546019;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;57;;;29479;718294.54;1019002.72;2022-10-16T00:00:00
2546027;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;58;;;29479;718085.38;1019091.72;2013-12-01T00:00:00
2546035;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;59;;;29479;718483.44;1018956.50;2013-12-01T00:00:00
2546043;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;60;;;29479;718288.94;1019081.13;2013-12-01T00:00:00
2546051;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;61;;;29479;718277.56;1019006.31;2013-12-01T00:00:00
2546060;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;62;;;29479;718261.44;1018995.50;2013-12-01T00:00:00
2546078;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;63;;;29479;718251.38;1019009.50;2013-12-01T00:00:00
2546086;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;64;;;29479;718362.69;1018970.50;2013-12-01T00:00:00
2546094;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;66;;;29479;718510.50;1018958.65;2013-12-01T00:00:00
2546108;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;67;;;29479;718227.94;1019013.00;2013-12-01T00:00:00
2546116;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;68;;;29479;718215.38;1019016.13;2013-12-01T00:00:00
2546124;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;70;;;29479;718244.38;1018995.50;2013-12-01T00:00:00
2546132;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;71;;;29479;718136.19;1019029.38;2013-12-01T00:00:00
2546141;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;72;;;29479;718123.25;1019036.81;2022-10-16T00:00:00
2546159;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;73;;;29479;718112.25;1019037.69;2013-12-01T00:00:00
2546167;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;74;;;29479;718100.63;1019044.63;2013-12-01T00:00:00
2546175;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;75;;;29479;718090.13;1019048.94;2013-12-01T00:00:00
2546183;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;76;;;29479;718279.25;1019121.44;2013-12-01T00:00:00
2546191;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;77;;;29479;718282.81;1019019.94;2013-12-01T00:00:00
2546205;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;79;;;29479;718187.75;1019027.71;2022-10-16T00:00:00
2546221;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;81;;;29479;717879.38;1019142.94;2013-12-01T00:00:00
2546248;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;83;;;29479;717967.13;1019047.88;2013-12-01T00:00:00
2546264;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;85;;;29479;718429.38;1019086.94;2013-12-01T00:00:00
2546272;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;86;;;29479;717987.25;1019022.13;2013-12-01T00:00:00
2546281;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;87;;;29479;717956.25;1019080.13;2013-12-01T00:00:00
2546299;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;88;;;29479;718167.88;1019028.38;2013-12-01T00:00:00
2546302;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;89;;;29479;718029.56;1019096.13;2013-12-01T00:00:00
2546311;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;90;;;29479;717803.63;1019410.88;2013-12-01T00:00:00
2546345;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;94;;;29479;718843.06;1018980.25;2013-12-01T00:00:00
2546353;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;95;;;29479;718826.56;1018979.00;2013-12-01T00:00:00
2546361;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;96;;;29479;718031.27;1018983.72;2022-10-16T00:00:00
2546370;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;97;;;29479;718059.63;1019064.19;2013-12-01T00:00:00
2546388;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;98;;;29479;718048.06;1019071.06;2013-12-01T00:00:00
2546396;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;99;;;29479;718037.88;1019072.50;2013-12-01T00:00:00
2546400;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;100;;;29479;718029.56;1019076.19;2013-12-01T00:00:00
2546418;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;101;;;29479;718016.81;1019078.00;2013-12-01T00:00:00
2546426;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;102;;;29479;718804.13;1018980.25;2013-12-01T00:00:00
2546434;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;103;;;29479;718780.13;1018978.07;2022-10-16T00:00:00
2546442;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;104;;;29479;718769.04;1018979.09;2022-10-16T00:00:00
2546451;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;105;;;29479;718638.06;1018979.00;2013-12-01T00:00:00
2546469;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;106;;;29479;717897.50;1019070.00;2013-12-01T00:00:00
2546477;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;107;;;29479;717904.00;1019048.56;2013-12-01T00:00:00
2546485;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;108;;;29479;717923.94;1019024.63;2013-12-01T00:00:00
2546493;536181;Krop·Ëova Vrutice;;;;;75043;Krop·Ëova Vrutice;;;Ë.p.;109;;;29479;717892.38;1019029.75;2013-12-01T00:00:00
2546507;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;1;;;29479;715794.88;1018986.50;2013-12-01T00:00:00
2546515;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;2;;;29479;715865.19;1018931.81;2013-12-01T00:00:00
2546523;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;3;;;29479;715894.38;1018914.94;2013-12-01T00:00:00
2546531;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;4;;;29479;715935.00;1018922.38;2013-12-01T00:00:00
2546540;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;5;;;29479;715959.25;1018936.75;2013-12-01T00:00:00
2546558;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;6;;;29479;715977.20;1018903.46;2013-12-01T00:00:00
2546566;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;8;;;29479;716032.00;1018904.25;2013-12-01T00:00:00
2546574;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;9;;;29479;716037.80;1018896.90;2013-12-01T00:00:00
2546582;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;10;;;29479;716069.38;1018870.56;2013-12-01T00:00:00
2546591;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;11;;;29479;716112.50;1018861.94;2013-12-01T00:00:00
2546604;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;13;;;29479;716095.69;1019162.69;2013-12-01T00:00:00
2546612;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;15;;;29479;716064.06;1018967.13;2013-12-01T00:00:00
2546621;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;16;;;29479;716022.94;1018943.31;2013-12-01T00:00:00
2546639;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;17;;;29479;715999.50;1018965.06;2013-12-01T00:00:00
2546647;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;18;;;29479;715973.81;1018954.33;2013-12-01T00:00:00
2546663;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;20;;;29479;715942.00;1019079.31;2013-12-01T00:00:00
2546671;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;22;;;29479;715974.06;1019139.31;2013-12-01T00:00:00
2546680;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;24;;;29479;715910.75;1019082.63;2013-12-01T00:00:00
2546698;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;25;;;29479;715903.81;1019029.56;2013-12-01T00:00:00
2546728;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;28;;;29479;715949.00;1019151.63;2013-12-01T00:00:00
2546736;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;30;;;29479;716119.50;1018778.94;2013-12-01T00:00:00
2546744;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;32;;;29479;716030.75;1019139.69;2013-12-01T00:00:00
2546752;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;33;;;29479;716046.81;1019138.06;2013-12-01T00:00:00
2546761;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;34;;;29479;716114.19;1018928.13;2013-12-01T00:00:00
2546779;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;35;;;29479;715984.00;1019141.00;2013-12-01T00:00:00
2546787;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;36;;;29479;715919.44;1019106.81;2013-12-01T00:00:00
2546809;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;39;;;29479;716002.13;1018923.14;2013-12-01T00:00:00
2546817;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;40;;;29479;715927.63;1019121.63;2013-12-01T00:00:00
2546825;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;43;;;29479;716056.25;1019129.88;2013-12-01T00:00:00
2546833;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;44;;;29479;716014.63;1019152.94;2013-12-01T00:00:00
2546850;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;47;;;29479;716083.38;1018841.00;2013-12-01T00:00:00
2546868;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;48;;;29479;716153.63;1018898.50;2013-12-01T00:00:00
2546876;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;49;;;29479;715947.75;1019098.19;2013-12-01T00:00:00
2546884;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;50;;;29479;716042.76;1019171.82;2013-12-01T00:00:00
2546892;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;51;;;29479;715949.81;1018999.19;2013-12-01T00:00:00
2546906;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;52;;;29479;716101.44;1018999.19;2013-12-01T00:00:00
2546914;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;53;;;29479;716129.75;1019186.94;2013-12-01T00:00:00
2546922;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;54;;;29479;716085.38;1018699.25;2013-12-01T00:00:00
2546931;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;55;;;29479;716192.25;1019202.19;2013-12-01T00:00:00
2546949;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;56;;;29479;716125.69;1018798.69;2013-12-01T00:00:00
2546957;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;57;;;29479;716104.95;1018745.49;2013-12-01T00:00:00
2546965;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;58;;;29479;716102.69;1018732.13;2013-12-01T00:00:00
2546973;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;59;;;29479;716135.94;1018817.56;2013-12-01T00:00:00
2546981;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;60;;;29479;715938.31;1019053.44;2013-12-01T00:00:00
2546990;536181;Krop·Ëova Vrutice;;;;;75051;Suöno;;;Ë.p.;61;;;29479;715933.81;1019045.19;2013-12-01T00:00:00
