KÛd ADM;KÛd obce;N·zev obce;KÛd MOMC;N·zev MOMC;KÛd obvodu Prahy;N·zev obvodu Prahy;KÛd Ë·sti obce;N·zev Ë·sti obce;KÛd ulice;N·zev ulice;Typ SO;»Ìslo domovnÌ;»Ìslo orientaËnÌ;Znak ËÌsla orientaËnÌho;PS»;Sou¯adnice Y;Sou¯adnice X;PlatÌ Od
10136347;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64351;Sv·rov;Ë.p.;23;;;69102;582069.83;1200678.09;2013-12-06T00:00:00
10136355;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64351;Sv·rov;Ë.p.;24;;;69102;582061.64;1200683.47;2013-12-06T00:00:00
10136363;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64351;Sv·rov;Ë.p.;25;;;69102;582054.09;1200688.33;2013-12-06T00:00:00
10136371;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64351;Sv·rov;Ë.p.;26;;;69102;582044.73;1200691.39;2013-12-06T00:00:00
10136380;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64351;Sv·rov;Ë.p.;27;;;69102;582036.31;1200698.02;2013-12-06T00:00:00
10136398;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64351;Sv·rov;Ë.p.;28;;;69102;582027.88;1200702.84;2013-12-06T00:00:00
10136401;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64351;Sv·rov;Ë.p.;29;;;69102;582012.00;1200712.95;2013-12-06T00:00:00
10136410;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64351;Sv·rov;Ë.p.;30;;;69102;582002.97;1200718.46;2013-12-06T00:00:00
10136428;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64351;Sv·rov;Ë.p.;31;;;69102;581988.38;1200723.30;2013-12-06T00:00:00
10136444;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64351;Sv·rov;Ë.p.;33;;;69102;581958.73;1200739.51;2013-12-06T00:00:00
10136452;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64351;Sv·rov;Ë.p.;34;;;69102;581950.41;1200744.91;2013-12-06T00:00:00
10136461;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64351;Sv·rov;Ë.p.;35;;;69102;581940.15;1200750.37;2013-12-06T00:00:00
10136479;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64351;Sv·rov;Ë.p.;36;;;69102;581921.69;1200759.76;2013-12-06T00:00:00
10136487;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64351;Sv·rov;Ë.p.;37;;;69102;581911.50;1200762.74;2013-12-06T00:00:00
10136495;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64351;Sv·rov;Ë.p.;38;;;69102;581895.36;1200768.26;2013-12-06T00:00:00
10136509;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64351;Sv·rov;Ë.p.;39;;;69102;581876.70;1200776.61;2013-12-06T00:00:00
10136517;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64351;Sv·rov;Ë.p.;40;;;69102;581859.31;1200784.15;2013-12-06T00:00:00
10136525;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64351;Sv·rov;Ë.p.;41;;;69102;581842.62;1200794.75;2013-12-06T00:00:00
10136533;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64351;Sv·rov;Ë.p.;42;;;69102;581826.18;1200805.87;2013-12-06T00:00:00
10136541;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64351;Sv·rov;Ë.p.;43;;;69102;581814.74;1200813.15;2013-12-06T00:00:00
10136568;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64238;Lipov·;Ë.p.;45;;;69102;581778.18;1200843.42;2013-12-06T00:00:00
10136576;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64238;Lipov·;Ë.p.;46;;;69102;581768.22;1200855.83;2013-12-06T00:00:00
10136584;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64238;Lipov·;Ë.p.;47;;;69102;581758.38;1200865.67;2013-12-06T00:00:00
10136592;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64238;Lipov·;Ë.p.;48;;;69102;581750.52;1200870.66;2013-12-06T00:00:00
10136606;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64238;Lipov·;Ë.p.;49;;;69102;581739.28;1200878.38;2013-12-06T00:00:00
10136614;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64238;Lipov·;Ë.p.;50;;;69102;581730.59;1200888.22;2013-12-06T00:00:00
10136622;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64238;Lipov·;Ë.p.;51;;;69102;581713.60;1200903.23;2013-12-06T00:00:00
10136649;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64238;Lipov·;Ë.p.;53;;;69102;581693.37;1200920.57;2023-05-11T00:00:00
10136665;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64238;Lipov·;Ë.p.;55;;;69102;581657.88;1200947.50;2013-12-06T00:00:00
10136681;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64238;Lipov·;Ë.p.;57;;;69102;581644.87;1200963.19;2013-12-06T00:00:00
10136690;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64238;Lipov·;Ë.p.;58;;;69102;581637.44;1200974.40;2013-12-06T00:00:00
10136703;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64238;Lipov·;Ë.p.;59;;;69102;581621.99;1200992.31;2013-12-06T00:00:00
10136711;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64238;Lipov·;Ë.p.;60;;;69102;581610.24;1201006.66;2013-12-06T00:00:00
10136720;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64238;Lipov·;Ë.p.;61;;;69102;581598.75;1201020.82;2013-12-06T00:00:00
10136738;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64238;Lipov·;Ë.p.;62;;;69102;581586.53;1201035.20;2013-12-06T00:00:00
10136746;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64181;»ejkovsk·;Ë.p.;63;;;69102;580853.66;1200926.45;2013-12-06T00:00:00
10136754;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64238;Lipov·;Ë.p.;64;;;69102;581580.07;1201047.38;2013-12-06T00:00:00
10136762;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64238;Lipov·;Ë.p.;65;;;69102;581568.79;1201062.79;2013-12-06T00:00:00
10136797;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64238;Lipov·;Ë.p.;68;;;69102;581549.96;1201084.72;2013-12-06T00:00:00
10136801;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64238;Lipov·;Ë.p.;69;;;69102;581540.31;1201098.91;2013-12-06T00:00:00
10136819;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64238;Lipov·;Ë.p.;70;;;69102;581530.71;1201113.24;2013-12-06T00:00:00
10136827;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64238;Lipov·;Ë.p.;71;;;69102;581504.23;1201085.67;2013-12-06T00:00:00
10136835;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64238;Lipov·;Ë.p.;72;;;69102;581501.69;1201108.76;2023-07-10T00:00:00
10136843;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64238;Lipov·;Ë.p.;73;;;69102;581511.59;1201141.36;2013-12-06T00:00:00
10136851;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64238;Lipov·;Ë.p.;74;;;69102;581495.65;1201158.74;2013-12-06T00:00:00
10136860;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64343;SlÌny;Ë.p.;75;;;69102;581650.55;1201669.12;2013-12-06T00:00:00
10136878;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64238;Lipov·;Ë.p.;76;;;69102;581475.77;1201183.21;2013-12-06T00:00:00
10136886;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64238;Lipov·;Ë.p.;77;;;69102;581460.42;1201201.29;2013-12-06T00:00:00
10136894;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64238;Lipov·;Ë.p.;78;;;69102;581448.54;1201214.22;2013-12-06T00:00:00
10136908;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64238;Lipov·;Ë.p.;79;;;69102;581436.31;1201230.72;2013-12-06T00:00:00
10136916;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64238;Lipov·;Ë.p.;80;;;69102;581428.25;1201238.43;2013-12-06T00:00:00
10136924;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64238;Lipov·;Ë.p.;81;;;69102;581420.93;1201246.54;2013-12-06T00:00:00
10136932;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64238;Lipov·;Ë.p.;82;;;69102;581415.96;1201255.28;2013-12-06T00:00:00
10136941;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64238;Lipov·;Ë.p.;83;;;69102;581408.25;1201261.95;2013-12-06T00:00:00
10136959;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64238;Lipov·;Ë.p.;84;;;69102;581395.80;1201276.27;2022-11-30T00:00:00
10136967;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64238;Lipov·;Ë.p.;85;;;69102;581359.03;1201315.79;2013-12-06T00:00:00
10136975;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64335;R˘ûov·;Ë.p.;86;;;69102;581298.83;1201286.57;2013-12-06T00:00:00
10136983;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64424;Z·humnÌ;Ë.p.;87;;;69102;581310.78;1201237.39;2013-12-06T00:00:00
10136991;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64220;Kr·tk·;Ë.p.;88;;;69102;582084.49;1201269.82;2013-12-06T00:00:00
10137009;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64360;äirok·;Ë.p.;89;;;69102;582147.96;1200875.16;2013-12-06T00:00:00
10137033;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64220;Kr·tk·;Ë.p.;92;;;69102;582090.82;1201234.58;2013-12-06T00:00:00
10137041;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64424;Z·humnÌ;Ë.p.;93;;;69102;581296.07;1201194.51;2013-12-06T00:00:00
10137050;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64424;Z·humnÌ;Ë.p.;94;;;69102;581297.81;1201225.82;2013-12-06T00:00:00
10137068;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64424;Z·humnÌ;Ë.p.;95;;;69102;581260.58;1201240.55;2013-12-06T00:00:00
10137076;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64424;Z·humnÌ;Ë.p.;96;;;69102;581276.68;1201263.99;2013-12-06T00:00:00
10137084;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64335;R˘ûov·;Ë.p.;97;;;69102;581272.87;1201274.27;2013-12-06T00:00:00
10137114;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64335;R˘ûov·;Ë.p.;100;;;69102;581247.26;1201264.44;2013-12-06T00:00:00
10137122;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64459;éiûkovsk·;Ë.p.;101;;;69102;581096.14;1201840.73;2013-12-06T00:00:00
10137131;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64181;»ejkovsk·;Ë.p.;102;;;69102;581198.97;1201243.38;2013-12-06T00:00:00
10137149;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64335;R˘ûov·;Ë.p.;103;;;69102;581280.91;1201311.19;2013-12-06T00:00:00
10137157;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64335;R˘ûov·;Ë.p.;104;;;69102;581286.30;1201317.73;2013-12-06T00:00:00
10137165;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64335;R˘ûov·;Ë.p.;105;;;69102;581291.74;1201321.79;2013-12-06T00:00:00
10137173;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64335;R˘ûov·;Ë.p.;106;;;69102;581299.55;1201325.24;2013-12-06T00:00:00
10137220;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64408;Ve Dvo¯e;Ë.p.;111;;;69102;581242.82;1201367.89;2013-12-06T00:00:00
10137238;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64416;ZahradnÌ;Ë.p.;112;;;69102;581092.88;1201377.62;2013-12-06T00:00:00
10137246;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64416;ZahradnÌ;Ë.p.;113;;;69102;581108.36;1201331.13;2013-12-06T00:00:00
10137254;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64173;1. m·je;Ë.p.;114;;;69102;581305.77;1201432.42;2013-12-06T00:00:00
10137262;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64173;1. m·je;Ë.p.;115;;;69102;581308.66;1201444.75;2022-11-22T00:00:00
10137271;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64173;1. m·je;Ë.p.;116;;;69102;581313.15;1201459.43;2013-12-06T00:00:00
10137289;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64173;1. m·je;Ë.p.;117;;;69102;581318.28;1201471.22;2024-11-06T00:00:00
10137297;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64351;Sv·rov;Ë.p.;118;;;69102;581962.25;1200815.14;2013-12-06T00:00:00
10137301;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64173;1. m·je;Ë.p.;119;;;69102;581318.95;1201484.43;2013-12-06T00:00:00
10137319;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64173;1. m·je;Ë.p.;120;;;69102;581321.78;1201494.50;2013-12-06T00:00:00
10137327;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64173;1. m·je;Ë.p.;121;;;69102;581323.25;1201503.33;2013-12-06T00:00:00
10137335;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64173;1. m·je;Ë.p.;122;;;69102;581322.82;1201509.01;2013-12-06T00:00:00
10137343;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64173;1. m·je;Ë.p.;123;;;69102;581324.29;1201516.84;2013-12-06T00:00:00
10137351;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64173;1. m·je;Ë.p.;124;;;69102;581323.68;1201533.86;2013-12-06T00:00:00
10137360;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64173;1. m·je;Ë.p.;125;;;69102;581322.79;1201554.54;2013-12-06T00:00:00
10137378;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64220;Kr·tk·;Ë.p.;126;;;69102;582134.85;1201230.24;2013-12-06T00:00:00
10137386;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64173;1. m·je;Ë.p.;127;;;69102;581314.25;1201578.95;2013-12-06T00:00:00
10137394;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64173;1. m·je;Ë.p.;128;;;69102;581298.25;1201566.15;2022-11-15T00:00:00
10137408;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64173;1. m·je;Ë.p.;129;;;69102;581309.53;1201589.35;2013-12-06T00:00:00
10137416;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64173;1. m·je;Ë.p.;130;;;69102;581305.25;1201602.87;2013-12-06T00:00:00
10137424;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64173;1. m·je;Ë.p.;131;;;69102;581292.66;1201612.79;2013-12-06T00:00:00
10137432;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64173;1. m·je;Ë.p.;132;;;69102;581289.31;1201623.20;2013-12-06T00:00:00
10137459;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64173;1. m·je;Ë.p.;134;;;69102;581279.44;1201637.35;2013-12-06T00:00:00
10137475;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64360;äirok·;Ë.p.;136;;;69102;582048.92;1200888.57;2013-12-06T00:00:00
10137483;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64262;Na Aleji;Ë.p.;137;;;69102;581227.53;1201832.37;2013-12-06T00:00:00
10137513;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64173;1. m·je;Ë.p.;140;;;69102;581344.46;1201565.68;2013-12-06T00:00:00
10137530;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64378;TabaËov;Ë.p.;142;;;69102;581363.15;1201590.89;2013-12-06T00:00:00
10137548;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64416;ZahradnÌ;Ë.p.;143;;;69102;580986.00;1201294.87;2013-12-06T00:00:00
10137564;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64262;Na Aleji;Ë.p.;145;;;69102;581255.91;1201735.73;2013-12-06T00:00:00
10137572;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64262;Na Aleji;Ë.p.;146;;;69102;581267.67;1201722.26;2024-04-08T00:00:00
10137599;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64262;Na Aleji;Ë.p.;148;;;69102;581274.50;1201701.08;2013-12-06T00:00:00
10137602;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64262;Na Aleji;Ë.p.;149;;;69102;581279.23;1201690.97;2013-12-06T00:00:00
10137611;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64262;Na Aleji;Ë.p.;150;;;69102;581286.94;1201685.95;2013-12-06T00:00:00
10137629;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64262;Na Aleji;Ë.p.;151;;;69102;581294.03;1201679.34;2013-12-06T00:00:00
10137637;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64262;Na Aleji;Ë.p.;152;;;69102;581303.19;1201671.63;2013-12-06T00:00:00
10137653;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64378;TabaËov;Ë.p.;154;;;69102;581326.13;1201651.24;2013-12-06T00:00:00
10137696;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64378;TabaËov;Ë.p.;158;;;69102;581364.02;1201643.84;2013-12-06T00:00:00
10137718;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64378;TabaËov;Ë.p.;161;;;69102;581356.56;1201620.92;2013-12-06T00:00:00
10137726;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64360;äirok·;Ë.p.;162;;;69102;582040.04;1200896.51;2013-12-06T00:00:00
10137734;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64378;TabaËov;Ë.p.;163;;;69102;581367.45;1201615.11;2013-12-06T00:00:00
10137742;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64378;TabaËov;Ë.p.;164;;;69102;581373.60;1201609.31;2013-12-06T00:00:00
10137769;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64327;RevoluËnÌ;Ë.p.;167;;;69102;581734.02;1201371.10;2013-12-06T00:00:00
10137785;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64254;MÌrov·;Ë.p.;169;;;69102;581728.49;1201266.76;2013-12-06T00:00:00
10137793;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64343;SlÌny;Ë.p.;170;;;69102;581714.38;1201645.51;2013-12-06T00:00:00
10137807;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64343;SlÌny;Ë.p.;171;;;69102;581817.24;1201502.45;2021-09-02T00:00:00
10137823;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64181;»ejkovsk·;Ë.p.;173;;;69102;580923.98;1200989.59;2013-12-06T00:00:00
10137831;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64378;TabaËov;Ë.p.;174;;;69102;581393.25;1201605.48;2013-12-06T00:00:00
10137866;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64343;SlÌny;Ë.p.;177;;;69102;581725.40;1201590.80;2013-12-06T00:00:00
10137874;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64343;SlÌny;Ë.p.;178;;;69102;581914.77;1201401.18;2013-12-06T00:00:00
10137891;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64416;ZahradnÌ;Ë.p.;180;;;69102;581114.74;1201435.22;2013-12-06T00:00:00
10137955;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64459;éiûkovsk·;Ë.p.;186;;;69102;581053.83;1201876.43;2013-12-06T00:00:00
10137971;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64297;Pion˝rsk·;Ë.p.;188;;;69102;581456.90;1201567.43;2013-12-06T00:00:00
10137980;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64203;H¯bitovnÌ;Ë.p.;189;;;69102;582068.07;1201041.67;2013-12-06T00:00:00
10137998;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64297;Pion˝rsk·;Ë.p.;190;;;69102;581433.10;1201545.00;2013-12-06T00:00:00
10138005;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64297;Pion˝rsk·;Ë.p.;191;;;69102;581435.01;1201511.07;2013-12-06T00:00:00
10138021;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64297;Pion˝rsk·;Ë.p.;193;;;69102;581456.74;1201529.37;2013-12-06T00:00:00
10138056;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64271;Na Ostr˘vku;Ë.p.;196;;;69102;581483.30;1201568.05;2013-12-06T00:00:00
10138064;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64360;äirok·;Ë.p.;197;;;69102;581989.57;1200940.77;2021-12-08T00:00:00
10138099;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64271;Na Ostr˘vku;Ë.p.;200;;;69102;581489.07;1201545.37;2013-12-06T00:00:00
10138111;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64271;Na Ostr˘vku;Ë.p.;202;;;69102;581482.80;1201521.75;2013-12-06T00:00:00
10138129;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64271;Na Ostr˘vku;Ë.p.;203;;;69102;581479.47;1201508.48;2013-12-06T00:00:00
10138137;584983;VelkÈ BÌlovice;;;;;178675;VelkÈ BÌlovice;64441;éerotÌnovo n·m.;Ë.p.;204;;;69102;581453.98;1201500.52;2013-12-06T00:00:00
